monophyletic_group_code	Genes	Homolog group	Multiple sequence alignment	Phylogenetic tree	Species
F771_DPY_G1	DILT_0000071601, DILT_0000079801	14349_dpy.715.faa	14349_dpy.715.faa.msa	14349_dpy.715.faa.msa.contree.tree.	D. latum
F773_DPY_G1	DILT_0000071901, DILT_0001423301	14352_dpy.718.faa	14352_dpy.718.faa.msa	14352_dpy.718.faa.msa.tree.	D. latum
F776_DPY_G1	DILT_0001389801, DILT_0000073701	14370_dpy.736.faa	14370_dpy.736.faa.msa	14370_dpy.736.faa.msa.tree.	D. latum
F778_DPY_G1	DILT_0000192801, DILT_0000143901, DILT_0001112401	14376_dpy.742.faa	14376_dpy.742.faa.msa	14376_dpy.742.faa.msa.contree.tree.	D. latum
F779_DPY_G1	DILT_0000074801, DILT_0000847901, DILT_0001703501, DILT_0000544501	14381_dpy.747.faa	14381_dpy.747.faa.msa	14381_dpy.747.faa.msa.tree.	D. latum
F781_DPY_G1	DILT_0000075401, DILT_0001715701	14387_dpy.753.faa	14387_dpy.753.faa.msa	14387_dpy.753.faa.msa.contree.tree.	D. latum
F786_DPY_G1	DILT_0001820301, DILT_0000077601	14409_dpy.775.faa	14409_dpy.775.faa.msa	14409_dpy.775.faa.msa.tree.	D. latum
F793_DPY_G1	DILT_0000081501, DILT_0001737601	14448_dpy.814.faa	14448_dpy.814.faa.msa	14448_dpy.814.faa.msa.contree.tree.	D. latum
F805_DPY_G1	DILT_0001300001, DILT_0001863101, DILT_0000086501	14498_dpy.864.faa	14498_dpy.864.faa.msa	14498_dpy.864.faa.msa.tree.	D. latum
F806_DPY_G1	DILT_0000087001, DILT_0000283801	14503_dpy.869.faa	14503_dpy.869.faa.msa	14503_dpy.869.faa.msa.tree.	D. latum
F807_DPY_G1	DILT_0000937101, DILT_0000087501, DILT_0001797201, DILT_0000571301	14508_dpy.874.faa	14508_dpy.874.faa.msa	14508_dpy.874.faa.msa.tree.	D. latum
F813_DPY_G1	DILT_0001725601, DILT_0000092101	14552_dpy.918.faa	14552_dpy.918.faa.msa	14552_dpy.918.faa.msa.tree.	D. latum
F815_DPY_G1	DILT_0001386601, DILT_0000092601	14557_dpy.923.faa	14557_dpy.923.faa.msa	14557_dpy.923.faa.msa.contree.tree.	D. latum
F817_DPY_G1	DILT_0000094901, DILT_0001435401	14580_dpy.946.faa	14580_dpy.946.faa.msa	14580_dpy.946.faa.msa.tree.	D. latum
F821_DPY_G1	DILT_0001147201, DILT_0000096901, DILT_0000972001	14599_dpy.965.faa	14599_dpy.965.faa.msa	14599_dpy.965.faa.msa.tree.	D. latum
F826_DPY_G1	DILT_0000173701, DILT_0000097501	14605_dpy.971.faa	14605_dpy.971.faa.msa	14605_dpy.971.faa.msa.tree.	D. latum
F831_DPY_G1	DILT_0001421701, DILT_0000258601, DILT_0000099201	14622_dpy.988.faa	14622_dpy.988.faa.msa	14622_dpy.988.faa.msa.contree.tree.	D. latum
F832_DPY_G1	DILT_0000123901, DILT_0001701101, DILT_0000099401	14624_dpy.990.faa	14624_dpy.990.faa.msa	14624_dpy.990.faa.msa.tree.	D. latum
F837_DPY_G1	DILT_0001500701, DILT_0000101201	14642_dpy.1008.faa	14642_dpy.1008.faa.msa	14642_dpy.1008.faa.msa.tree.	D. latum
F838_DPY_G1	DILT_0000101301, DILT_0000312701	14643_dpy.1009.faa	14643_dpy.1009.faa.msa	14643_dpy.1009.faa.msa.tree.	D. latum
F846_DPY_G1	DILT_0000104601, DILT_0000156201	14676_dpy.1042.faa	14676_dpy.1042.faa.msa	14676_dpy.1042.faa.msa.tree.	D. latum
F852_DPY_G1	DILT_0000697801, DILT_0000106101	14691_dpy.1057.faa	14691_dpy.1057.faa.msa	14691_dpy.1057.faa.msa.tree.	D. latum
F861_DPY_G1	DILT_0000433601, DILT_0001619301, DILT_0000109701, DILT_0001172101	14727_dpy.1093.faa	14727_dpy.1093.faa.msa	14727_dpy.1093.faa.msa.contree.tree.	D. latum
F863_DPY_G1	DILT_0001635601, DILT_0000111101	14741_dpy.1107.faa	14741_dpy.1107.faa.msa	14741_dpy.1107.faa.msa.tree.	D. latum
F864_DPY_G1	DILT_0000111301, DILT_0001913701	14743_dpy.1109.faa	14743_dpy.1109.faa.msa	14743_dpy.1109.faa.msa.tree.	D. latum
F883_DPY_G1	DILT_0000122101, DILT_0001064701	14851_dpy.1217.faa	14851_dpy.1217.faa.msa	14851_dpy.1217.faa.msa.contree.tree.	D. latum
F897_DPY_G1	DILT_0000127801, DILT_0001598701	14908_dpy.1274.faa	14908_dpy.1274.faa.msa	14908_dpy.1274.faa.msa.tree.	D. latum
F925_DPY_G1	DILT_0000136301, DILT_0001398801	14993_dpy.1359.faa	14993_dpy.1359.faa.msa	14993_dpy.1359.faa.msa.tree.	D. latum
F929_DPY_G1	DILT_0000137301, DILT_0000725701, DILT_0000508301	15003_dpy.1369.faa	15003_dpy.1369.faa.msa	15003_dpy.1369.faa.msa.tree.	D. latum
F930_DPY_G1	DILT_0001375001, DILT_0000970201, DILT_0000137501, DILT_0001236201, DILT_0001613301	15005_dpy.1371.faa	15005_dpy.1371.faa.msa	15005_dpy.1371.faa.msa.contree.tree.	D. latum
F932_DPY_G1	DILT_0001877401, DILT_0000138301	15013_dpy.1379.faa	15013_dpy.1379.faa.msa	15013_dpy.1379.faa.msa.tree.	D. latum
F942_DPY_G1	DILT_0001754501, DILT_0000140701	15037_dpy.1403.faa	15037_dpy.1403.faa.msa	15037_dpy.1403.faa.msa.tree.	D. latum
F946_DPY_G1	DILT_0000141401, DILT_0000671501	15044_dpy.1410.faa	15044_dpy.1410.faa.msa	15044_dpy.1410.faa.msa.tree.	D. latum
F947_DPY_G1	DILT_0000141801, DILT_0001769601	15048_dpy.1414.faa	15048_dpy.1414.faa.msa	15048_dpy.1414.faa.msa.contree.tree.	D. latum
F960_DPY_G1	DILT_0000923801, DILT_0000146101	15091_dpy.1457.faa	15091_dpy.1457.faa.msa	15091_dpy.1457.faa.msa.tree.	D. latum
F970_DPY_G1	DILT_0000243501, DILT_0000149501, DILT_0000235601, DILT_0000430401, DILT_0000911101	15125_dpy.1491.faa	15125_dpy.1491.faa.msa	15125_dpy.1491.faa.msa.tree.	D. latum
F981_DPY_G1	DILT_0001952701, DILT_0000152501	15155_dpy.1521.faa	15155_dpy.1521.faa.msa	15155_dpy.1521.faa.msa.tree.	D. latum
F984_DPY_G1	DILT_0001323201, DILT_0000152901	15159_dpy.1525.faa	15159_dpy.1525.faa.msa	15159_dpy.1525.faa.msa.tree.	D. latum
F994_DPY_G1	DILT_0001535101, DILT_0001081501, DILT_0000154401	15174_dpy.1540.faa	15174_dpy.1540.faa.msa	15174_dpy.1540.faa.msa.tree.	D. latum
F1007_DPY_G1	DILT_0001776901, DILT_0000157901	15209_dpy.1575.faa	15209_dpy.1575.faa.msa	15209_dpy.1575.faa.msa.tree.	D. latum
F1016_DPY_G1	DILT_0001867101, DILT_0000735501, DILT_0001687601, DILT_0000160501	15235_dpy.1601.faa	15235_dpy.1601.faa.msa	15235_dpy.1601.faa.msa.tree.	D. latum
F1017_DPY_G1	DILT_0000647401, DILT_0000518201, DILT_0000163401	15264_dpy.1630.faa	15264_dpy.1630.faa.msa	15264_dpy.1630.faa.msa.contree.tree.	D. latum
F1019_DPY_G1	DILT_0001073001, DILT_0000164101	15271_dpy.1637.faa	15271_dpy.1637.faa.msa	15271_dpy.1637.faa.msa.contree.tree.	D. latum
F1021_DPY_G1	DILT_0000165801, DILT_0001579901	15288_dpy.1654.faa	15288_dpy.1654.faa.msa	15288_dpy.1654.faa.msa.contree.tree.	D. latum
F1022_DPY_G1	DILT_0000166501, DILT_0000816101, DILT_0001263801	15295_dpy.1661.faa	15295_dpy.1661.faa.msa	15295_dpy.1661.faa.msa.tree.	D. latum
F1024_DPY_G1	DILT_0001757201, DILT_0000168701	15317_dpy.1683.faa	15317_dpy.1683.faa.msa	15317_dpy.1683.faa.msa.tree.	D. latum
F1028_DPY_G1	DILT_0000174701, DILT_0001187801, DILT_0000463701	15377_dpy.1743.faa	15377_dpy.1743.faa.msa	15377_dpy.1743.faa.msa.tree.	D. latum
F1029_DPY_G1	DILT_0001351801, DILT_0000175001	15380_dpy.1746.faa	15380_dpy.1746.faa.msa	15380_dpy.1746.faa.msa.tree.	D. latum
F1031_DPY_G1	DILT_0000177101, DILT_0001185901	15401_dpy.1767.faa	15401_dpy.1767.faa.msa	15401_dpy.1767.faa.msa.contree.tree.	D. latum
F1033_DPY_G1	DILT_0000179101, DILT_0001669901	15421_dpy.1787.faa	15421_dpy.1787.faa.msa	15421_dpy.1787.faa.msa.tree.	D. latum
F1034_DPY_G1	DILT_0000179801, DILT_0001396401	15428_dpy.1794.faa	15428_dpy.1794.faa.msa	15428_dpy.1794.faa.msa.contree.tree.	D. latum
F1038_DPY_G1	DILT_0000181801, DILT_0001045501	15448_dpy.1814.faa	15448_dpy.1814.faa.msa	15448_dpy.1814.faa.msa.contree.tree.	D. latum
F1042_DPY_G1	DILT_0000187501, DILT_0000190101	15503_dpy.1869.faa	15503_dpy.1869.faa.msa	15503_dpy.1869.faa.msa.tree.	D. latum
F1046_DPY_G1	DILT_0000641201, DILT_0001212701, DILT_0000377301, DILT_0000193701	15565_dpy.1931.faa	15565_dpy.1931.faa.msa	15565_dpy.1931.faa.msa.contree.tree.	D. latum
F1051_DPY_G1	DILT_0000200701, DILT_0001325701	15635_dpy.2001.faa	15635_dpy.2001.faa.msa	15635_dpy.2001.faa.msa.tree.	D. latum
F1053_DPY_G1	DILT_0000201401, DILT_0000687001	15642_dpy.2008.faa	15642_dpy.2008.faa.msa	15642_dpy.2008.faa.msa.contree.tree.	D. latum
F1058_DPY_G1	DILT_0000205301, DILT_0001345901	15681_dpy.2047.faa	15681_dpy.2047.faa.msa	15681_dpy.2047.faa.msa.tree.	D. latum
F1062_DPY_G1	DILT_0000210501, DILT_0001373301	15733_dpy.2099.faa	15733_dpy.2099.faa.msa	15733_dpy.2099.faa.msa.tree.	D. latum
F1401_DPY_G1	DILT_0000229701, DILT_0001632001	15925_dpy.2291.faa	15925_dpy.2291.faa.msa	15925_dpy.2291.faa.msa.contree.tree.	D. latum
F1954_DPY_G1	DILT_0000238701, DILT_0000615801, DILT_0000906901, DILT_0000259601, DILT_0001667301, DILT_0001274601	16015_dpy.2381.faa	16015_dpy.2381.faa.msa	16015_dpy.2381.faa.msa.contree.tree.	D. latum
F1995_DPY_G1	DILT_0001834701, DILT_0000239201	16020_dpy.2386.faa	16020_dpy.2386.faa.msa	16020_dpy.2386.faa.msa.tree.	D. latum
F2047_DPY_G1	DILT_0000349901, DILT_0000240001	16028_dpy.2394.faa	16028_dpy.2394.faa.msa	16028_dpy.2394.faa.msa.tree.	D. latum
F2225_DPY_G1	DILT_0000242701, DILT_0000714101	16055_dpy.2421.faa	16055_dpy.2421.faa.msa	16055_dpy.2421.faa.msa.contree.tree.	D. latum
F3001_DPY_G1	DILT_0000519301, DILT_0000255201	16178_dpy.2544.faa	16178_dpy.2544.faa.msa	16178_dpy.2544.faa.msa.tree.	D. latum
F3267_DPY_G1	DILT_0000260601, DILT_0000656201	16232_dpy.2598.faa	16232_dpy.2598.faa.msa	16232_dpy.2598.faa.msa.tree.	D. latum
F3386_DPY_G1	DILT_0000272801, DILT_0000262701	16253_dpy.2619.faa	16253_dpy.2619.faa.msa	16253_dpy.2619.faa.msa.tree.	D. latum
F3503_DPY_G1	DILT_0001343101, DILT_0000818901, DILT_0001956401, DILT_0000658101, DILT_0000758701, DILT_0001208301, DILT_0001422501, DILT_0000374601, DILT_0001229801, DILT_0000264701, DILT_0001749201, DILT_0001758001, DILT_0001957101	16273_dpy.2639.faa	16273_dpy.2639.faa.msa	16273_dpy.2639.faa.msa.tree.	D. latum
F4215_DPY_G1	DILT_0000277901, DILT_0000310001	16405_dpy.2771.faa	16405_dpy.2771.faa.msa	16405_dpy.2771.faa.msa.contree.tree.	D. latum
F4419_DPY_G1	DILT_0000701901, DILT_0000281401	16440_dpy.2806.faa	16440_dpy.2806.faa.msa	16440_dpy.2806.faa.msa.tree.	D. latum
F4490_DPY_G1	DILT_0000374701, DILT_0000531101, DILT_0000645301, DILT_0000910201, DILT_0000608101, DILT_0000602501, DILT_0001119601, DILT_0000282701	16453_dpy.2819.faa	16453_dpy.2819.faa.msa	16453_dpy.2819.faa.msa.contree.tree.	D. latum
F4526_DPY_G1	DILT_0000283301, DILT_0001003701	16459_dpy.2825.faa	16459_dpy.2825.faa.msa	16459_dpy.2825.faa.msa.tree.	D. latum
F4605_DPY_G1	DILT_0001740301, DILT_0000284501	16471_dpy.2837.faa	16471_dpy.2837.faa.msa	16471_dpy.2837.faa.msa.tree.	D. latum
F4688_DPY_G1	DILT_0000286601, DILT_0001118201, DILT_0001874601	16492_dpy.2858.faa	16492_dpy.2858.faa.msa	16492_dpy.2858.faa.msa.tree.	D. latum
F5001_DPY_G1	DILT_0000294201, DILT_0000559801	16568_dpy.2934.faa	16568_dpy.2934.faa.msa	16568_dpy.2934.faa.msa.contree.tree.	D. latum
F5144_DPY_G1	DILT_0000297501, DILT_0000322701	16601_dpy.2967.faa	16601_dpy.2967.faa.msa	16601_dpy.2967.faa.msa.tree.	D. latum
F6185_DPY_G1	DILT_0000565301, DILT_0000320601	16832_dpy.3198.faa	16832_dpy.3198.faa.msa	16832_dpy.3198.faa.msa.contree.tree.	D. latum
F6278_DPY_G1	DILT_0000322601, DILT_0000569101	16852_dpy.3218.faa	16852_dpy.3218.faa.msa	16852_dpy.3218.faa.msa.contree.tree.	D. latum
F6526_DPY_G1	DILT_0000349701, DILT_0000329601	16922_dpy.3288.faa	16922_dpy.3288.faa.msa	16922_dpy.3288.faa.msa.tree.	D. latum
F6593_DPY_G1	DILT_0000483201, DILT_0000330801	16934_dpy.3300.faa	16934_dpy.3300.faa.msa	16934_dpy.3300.faa.msa.contree.tree.	D. latum
F7080_DPY_G1	DILT_0000344901, DILT_0000604201	17074_dpy.3440.faa	17074_dpy.3440.faa.msa	17074_dpy.3440.faa.msa.tree.	D. latum
F7094_DPY_G1	DILT_0000517801, DILT_0000345101	17076_dpy.3442.faa	17076_dpy.3442.faa.msa	17076_dpy.3442.faa.msa.contree.tree.	D. latum
F7370_DPY_G1	DILT_0000351801, DILT_0000755601	17143_dpy.3509.faa	17143_dpy.3509.faa.msa	17143_dpy.3509.faa.msa.tree.	D. latum
F8088_DPY_G1	DILT_0000372901, DILT_0000869901	17354_dpy.3720.faa	17354_dpy.3720.faa.msa	17354_dpy.3720.faa.msa.tree.	D. latum
F8431_DPY_G1	DILT_0001289701, DILT_0000384301, DILT_0001439701	17468_dpy.3834.faa	17468_dpy.3834.faa.msa	17468_dpy.3834.faa.msa.tree.	D. latum
F8468_DPY_G1	DILT_0000386001, DILT_0000928901	17485_dpy.3851.faa	17485_dpy.3851.faa.msa	17485_dpy.3851.faa.msa.tree.	D. latum
F8562_DPY_G1	DILT_0000915401, DILT_0000389801, DILT_0000429901	17519_dpy.3885.faa	17519_dpy.3885.faa.msa	17519_dpy.3885.faa.msa.tree.	D. latum
F8606_DPY_G1	DILT_0001047501, DILT_0000835201, DILT_0000391201	17533_dpy.3899.faa	17533_dpy.3899.faa.msa	17533_dpy.3899.faa.msa.contree.tree.	D. latum
F8621_DPY_G1	DILT_0001802401, DILT_0000391801	17539_dpy.3905.faa	17539_dpy.3905.faa.msa	17539_dpy.3905.faa.msa.tree.	D. latum
F8721_DPY_G1	DILT_0000753001, DILT_0000396501	17586_dpy.3952.faa	17586_dpy.3952.faa.msa	17586_dpy.3952.faa.msa.tree.	D. latum
F8870_DPY_G1	DILT_0000401601, DILT_0000500901	17637_dpy.4003.faa	17637_dpy.4003.faa.msa	17637_dpy.4003.faa.msa.tree.	D. latum
F8990_DPY_G1	DILT_0000405801, DILT_0000825301	17679_dpy.4045.faa	17679_dpy.4045.faa.msa	17679_dpy.4045.faa.msa.tree.	D. latum
F9104_DPY_G1	DILT_0000516101, DILT_0000409501, DILT_0000561601	17716_dpy.4082.faa	17716_dpy.4082.faa.msa	17716_dpy.4082.faa.msa.tree.	D. latum
F9126_DPY_G1	DILT_0001214901, DILT_0000692501, DILT_0000410601	17727_dpy.4093.faa	17727_dpy.4093.faa.msa	17727_dpy.4093.faa.msa.tree.	D. latum
F9313_DPY_G1	DILT_0000417101, DILT_0000626801	17792_dpy.4158.faa	17792_dpy.4158.faa.msa	17792_dpy.4158.faa.msa.tree.	D. latum
F9452_DPY_G1	DILT_0000423101, DILT_0001458501	17852_dpy.4218.faa	17852_dpy.4218.faa.msa	17852_dpy.4218.faa.msa.tree.	D. latum
F9555_DPY_G1	DILT_0001945101, DILT_0000427501	17896_dpy.4262.faa	17896_dpy.4262.faa.msa	17896_dpy.4262.faa.msa.tree.	D. latum
F9561_DPY_G1	DILT_0000427801, DILT_0000776601	17899_dpy.4265.faa	17899_dpy.4265.faa.msa	17899_dpy.4265.faa.msa.contree.tree.	D. latum
F9640_DPY_G1	DILT_0000431101, DILT_0000782501, DILT_0000875201, DILT_0000492301	17932_dpy.4298.faa	17932_dpy.4298.faa.msa	17932_dpy.4298.faa.msa.contree.tree.	D. latum
F9663_DPY_G1	DILT_0000538501, DILT_0000432301	17944_dpy.4310.faa	17944_dpy.4310.faa.msa	17944_dpy.4310.faa.msa.tree.	D. latum
F9873_DPY_G1	DILT_0000440701, DILT_0001167801	18028_dpy.4394.faa	18028_dpy.4394.faa.msa	18028_dpy.4394.faa.msa.contree.tree.	D. latum
F9926_DPY_G1	DILT_0000712301, DILT_0000605201, DILT_0001166801, DILT_0000442401	18045_dpy.4411.faa	18045_dpy.4411.faa.msa	18045_dpy.4411.faa.msa.contree.tree.	D. latum
F10066_DPY_G1	DILT_0000449801, DILT_0001078101	18119_dpy.4485.faa	18119_dpy.4485.faa.msa	18119_dpy.4485.faa.msa.tree.	D. latum
F10110_DPY_G1	DILT_0001302301, DILT_0000451801	18139_dpy.4505.faa	18139_dpy.4505.faa.msa	18139_dpy.4505.faa.msa.tree.	D. latum
F10304_DPY_G1	DILT_0000847501, DILT_0000461801	18239_dpy.4605.faa	18239_dpy.4605.faa.msa	18239_dpy.4605.faa.msa.tree.	D. latum
F10497_DPY_G1	DILT_0000471101, DILT_0000547501	18332_dpy.4698.faa	18332_dpy.4698.faa.msa	18332_dpy.4698.faa.msa.contree.tree.	D. latum
F10598_DPY_G1	DILT_0000477301, DILT_0001233401	18394_dpy.4760.faa	18394_dpy.4760.faa.msa	18394_dpy.4760.faa.msa.tree.	D. latum
F10599_DPY_G1	DILT_0001915901, DILT_0000550401, DILT_0000477501	18396_dpy.4762.faa	18396_dpy.4762.faa.msa	18396_dpy.4762.faa.msa.tree.	D. latum
F10629_DPY_G1	DILT_0001801501, DILT_0000804501, DILT_0000480501	18426_dpy.4792.faa	18426_dpy.4792.faa.msa	18426_dpy.4792.faa.msa.tree.	D. latum
F10734_DPY_G1	DILT_0001853501, DILT_0000485401	18475_dpy.4841.faa	18475_dpy.4841.faa.msa	18475_dpy.4841.faa.msa.tree.	D. latum
F10760_DPY_G1	DILT_0001611601, DILT_0000486801, DILT_0000879001	18489_dpy.4855.faa	18489_dpy.4855.faa.msa	18489_dpy.4855.faa.msa.tree.	D. latum
F10777_DPY_G1	DILT_0000789601, DILT_0000488101	18502_dpy.4868.faa	18502_dpy.4868.faa.msa	18502_dpy.4868.faa.msa.tree.	D. latum
F10787_DPY_G1	DILT_0001530501, DILT_0001914401, DILT_0000489401	18515_dpy.4881.faa	18515_dpy.4881.faa.msa	18515_dpy.4881.faa.msa.tree.	D. latum
F10825_DPY_G1	DILT_0000491001, DILT_0000687601	18531_dpy.4897.faa	18531_dpy.4897.faa.msa	18531_dpy.4897.faa.msa.contree.tree.	D. latum
F10842_DPY_G1	DILT_0001261101, DILT_0000492101	18542_dpy.4908.faa	18542_dpy.4908.faa.msa	18542_dpy.4908.faa.msa.tree.	D. latum
F10907_DPY_G1	DILT_0001122601, DILT_0000496501	18586_dpy.4952.faa	18586_dpy.4952.faa.msa	18586_dpy.4952.faa.msa.contree.tree.	D. latum
F11102_DPY_G1	DILT_0000507401, DILT_0000507301	18694_dpy.5060.faa	18694_dpy.5060.faa.msa	18694_dpy.5060.faa.msa.tree.	D. latum
F11198_DPY_G1	DILT_0000512401, DILT_0000546301	18745_dpy.5111.faa	18745_dpy.5111.faa.msa	18745_dpy.5111.faa.msa.contree.tree.	D. latum
F11217_DPY_G1	DILT_0001082601, DILT_0000514301	18764_dpy.5130.faa	18764_dpy.5130.faa.msa	18764_dpy.5130.faa.msa.tree.	D. latum
F11268_DPY_G1	DILT_0000518601, DILT_0000595701	18807_dpy.5173.faa	18807_dpy.5173.faa.msa	18807_dpy.5173.faa.msa.tree.	D. latum
F11567_DPY_G1	DILT_0000536801, DILT_0000829401	18989_dpy.5355.faa	18989_dpy.5355.faa.msa	18989_dpy.5355.faa.msa.tree.	D. latum
F11619_DPY_G1	DILT_0000542201, DILT_0000699801	19043_dpy.5409.faa	19043_dpy.5409.faa.msa	19043_dpy.5409.faa.msa.tree.	D. latum
F11712_DPY_G1	DILT_0000867401, DILT_0000553201, DILT_0000775001	19153_dpy.5519.faa	19153_dpy.5519.faa.msa	19153_dpy.5519.faa.msa.tree.	D. latum
F11813_DPY_G1	DILT_0000564001, DILT_0000853001	19261_dpy.5627.faa	19261_dpy.5627.faa.msa	19261_dpy.5627.faa.msa.contree.tree.	D. latum
F11883_DPY_G1	DILT_0001155601, DILT_0000573201	19353_dpy.5719.faa	19353_dpy.5719.faa.msa	19353_dpy.5719.faa.msa.tree.	D. latum
F11982_DPY_G1	DILT_0000582001, DILT_0000876801	19440_dpy.5806.faa	19440_dpy.5806.faa.msa	19440_dpy.5806.faa.msa.tree.	D. latum
F11986_DPY_G1	DILT_0000582501, DILT_0000852401, DILT_0001443701, DILT_0000919101	19445_dpy.5811.faa	19445_dpy.5811.faa.msa	19445_dpy.5811.faa.msa.tree.	D. latum
F12002_DPY_G1	DILT_0000617901, DILT_0000583901	19459_dpy.5825.faa	19459_dpy.5825.faa.msa	19459_dpy.5825.faa.msa.tree.	D. latum
F12115_DPY_G1	DILT_0000596801, DILT_0001326201	19584_dpy.5950.faa	19584_dpy.5950.faa.msa	19584_dpy.5950.faa.msa.contree.tree.	D. latum
F12201_DPY_G1	DILT_0000609201, DILT_0000990101	19706_dpy.6072.faa	19706_dpy.6072.faa.msa	19706_dpy.6072.faa.msa.tree.	D. latum
F12254_DPY_G1	DILT_0001275501, DILT_0000616101, DILT_0000669501, DILT_0001227701, DILT_0000629101	19775_dpy.6141.faa	19775_dpy.6141.faa.msa	19775_dpy.6141.faa.msa.contree.tree.	D. latum
F12279_DPY_G1	DILT_0001074801, DILT_0000620801	19822_dpy.6188.faa	19822_dpy.6188.faa.msa	19822_dpy.6188.faa.msa.tree.	D. latum
F12298_DPY_G1	DILT_0000623001, DILT_0000919501	19844_dpy.6210.faa	19844_dpy.6210.faa.msa	19844_dpy.6210.faa.msa.tree.	D. latum
F12313_DPY_G1	DILT_0001821201, DILT_0000626101	19875_dpy.6241.faa	19875_dpy.6241.faa.msa	19875_dpy.6241.faa.msa.contree.tree.	D. latum
F12357_DPY_G1	DILT_0000635301, DILT_0001111801	19967_dpy.6333.faa	19967_dpy.6333.faa.msa	19967_dpy.6333.faa.msa.contree.tree.	D. latum
F12422_DPY_G1	DILT_0000654201, DILT_0001199101	20156_dpy.6522.faa	20156_dpy.6522.faa.msa	20156_dpy.6522.faa.msa.tree.	D. latum
F12426_DPY_G1	DILT_0000806501, DILT_0000656001	20174_dpy.6540.faa	20174_dpy.6540.faa.msa	20174_dpy.6540.faa.msa.tree.	D. latum
F12446_DPY_G1	DILT_0000963501, DILT_0000664001	20254_dpy.6620.faa	20254_dpy.6620.faa.msa	20254_dpy.6620.faa.msa.tree.	D. latum
F12452_DPY_G1	DILT_0000676401, DILT_0000666901	20283_dpy.6649.faa	20283_dpy.6649.faa.msa	20283_dpy.6649.faa.msa.tree.	D. latum
F12458_DPY_G1	DILT_0000670101, DILT_0001541901	20314_dpy.6680.faa	20314_dpy.6680.faa.msa	20314_dpy.6680.faa.msa.tree.	D. latum
F12459_DPY_G1	DILT_0000670801, DILT_0001538001	20321_dpy.6687.faa	20321_dpy.6687.faa.msa	20321_dpy.6687.faa.msa.contree.tree.	D. latum
F12478_DPY_G1	DILT_0000675601, DILT_0001180801	20369_dpy.6735.faa	20369_dpy.6735.faa.msa	20369_dpy.6735.faa.msa.tree.	D. latum
F12480_DPY_G1	DILT_0000677201, DILT_0001242701	20385_dpy.6751.faa	20385_dpy.6751.faa.msa	20385_dpy.6751.faa.msa.tree.	D. latum
F12521_DPY_G1	DILT_0001736101, DILT_0000691601	20529_dpy.6895.faa	20529_dpy.6895.faa.msa	20529_dpy.6895.faa.msa.tree.	D. latum
F12569_DPY_G1	DILT_0000744001, DILT_0000714901	20762_dpy.7128.faa	20762_dpy.7128.faa.msa	20762_dpy.7128.faa.msa.tree.	D. latum
F12573_DPY_G1	DILT_0000725901, DILT_0001459001	20872_dpy.7238.faa	20872_dpy.7238.faa.msa	20872_dpy.7238.faa.msa.tree.	D. latum
F12583_DPY_G1	DILT_0001554301, DILT_0000733701, DILT_0001042901	20950_dpy.7316.faa	20950_dpy.7316.faa.msa	20950_dpy.7316.faa.msa.tree.	D. latum
F12589_DPY_G1	DILT_0000736701, DILT_0001622401	20980_dpy.7346.faa	20980_dpy.7346.faa.msa	20980_dpy.7346.faa.msa.tree.	D. latum
F12590_DPY_G1	DILT_0001505001, DILT_0000736901	20982_dpy.7348.faa	20982_dpy.7348.faa.msa	20982_dpy.7348.faa.msa.tree.	D. latum
F12605_DPY_G1	DILT_0001948901, DILT_0000747001, DILT_0001833701, DILT_0001478201	21083_dpy.7449.faa	21083_dpy.7449.faa.msa	21083_dpy.7449.faa.msa.tree.	D. latum
F12612_DPY_G1	DILT_0000750101, DILT_0000822901, DILT_0000805701	21114_dpy.7480.faa	21114_dpy.7480.faa.msa	21114_dpy.7480.faa.msa.contree.tree.	D. latum
F12626_DPY_G1	DILT_0001826201, DILT_0000757201	21185_dpy.7551.faa	21185_dpy.7551.faa.msa	21185_dpy.7551.faa.msa.tree.	D. latum
F12678_DPY_G1	DILT_0001220501, DILT_0000777401	21387_dpy.7753.faa	21387_dpy.7753.faa.msa	21387_dpy.7753.faa.msa.tree.	D. latum
F12681_DPY_G1	DILT_0000784701, DILT_0000935301	21460_dpy.7826.faa	21460_dpy.7826.faa.msa	21460_dpy.7826.faa.msa.contree.tree.	D. latum
F12683_DPY_G1	DILT_0000786701, DILT_0001512001	21480_dpy.7846.faa	21480_dpy.7846.faa.msa	21480_dpy.7846.faa.msa.tree.	D. latum
F12687_DPY_G1	DILT_0000792001, DILT_0001825701	21533_dpy.7899.faa	21533_dpy.7899.faa.msa	21533_dpy.7899.faa.msa.tree.	D. latum
F12695_DPY_G1	DILT_0000804901, DILT_0001773601	21662_dpy.8028.faa	21662_dpy.8028.faa.msa	21662_dpy.8028.faa.msa.contree.tree.	D. latum
F12696_DPY_G1	DILT_0001073201, DILT_0000805201	21665_dpy.8031.faa	21665_dpy.8031.faa.msa	21665_dpy.8031.faa.msa.tree.	D. latum
F12706_DPY_G1	DILT_0001794101, DILT_0000816301	21775_dpy.8141.faa	21775_dpy.8141.faa.msa	21775_dpy.8141.faa.msa.tree.	D. latum
F12715_DPY_G1	DILT_0000822001, DILT_0001723401	21832_dpy.8198.faa	21832_dpy.8198.faa.msa	21832_dpy.8198.faa.msa.tree.	D. latum
