Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)
F7657_MLIG_G1	M2	8.0	-1258.822497	0	0	0.0	0.0	1.0	0.0	0.0
F22342_MLIG_G1	M2	7.0	-2802.465235	0	0	0.0052	0.0284	0.1828	0.0	0.0
F22342_MLIG_G1	M1	5.0	-2802.465244	0	0	0.0036	0.0195	0.1828		
F12060_TREG_G1	M2	7.0	-1194.573465	0	0	0.0051	0.1106	0.0462	0.0	0.0
F12060_TREG_G1	M1	5.0	-1194.573643	0	0	0.0051	0.1105	0.0462		
F86407_MLIG_G1	M1	5.0	-4157.536416	0	0	0.0026	0.012	0.2171		
F86407_MLIG_G1	M2	7.0	-4155.980583	0	0	0.0135	0.0099	1.3577	0.0	0.0
F47087_MLIG_G1	M1	20.0	-1062.921181	0	0	0.0	0.0	0.2362		
F47087_MLIG_G1	M2	22.0	-1063.843706	0	0	0.0	0.0	0.2758	0.0	0.0
F117262_SMAT_G1	M1	12.0	-1562.213398	0	0	0.0	0.0	0.1217		
F117262_SMAT_G1	M2	14.0	-1559.822639	0	0	0.0	0.0	0.2693	0.0	0.0
F7579_MLIG_G1	M1	5.0	-894.050166	0	0	0.0	0.0021	0.0		
F7579_MLIG_G1	M2	7.0	-894.050067	0	0	0.0	0.0	0.0	0.0	0.0
F66343_SMED_G1	M2	7.0	-858.199708	0	0	0.0836	0.0375	2.2284	1.0	0.0
F66343_SMED_G1	M1	5.0	-866.343057	0	0	0.0522	0.0845	0.618		
F113353_SMED_G1	M2	7.0	-681.222354	0	0	0.0	0.0	0.0	0.0	0.0
F113353_SMED_G1	M1	5.0	-681.22241	0	0	0.0	0.0156	0.0		
F61620_SMED_G1	M1	5.0	-306.22715	0	0	0.013	0.0216	0.6033		
F61620_SMED_G1	M2	7.0	-303.534897	0	0	0.0	0.0	98.0593	4.0	1.0
F96266_MLIG_G1	M2	7.0	-1064.369153	0	0	0.0	0.0069	0.0	0.0	0.0
F96266_MLIG_G1	M1	5.0	-1064.369185	0	0	0.0	0.0069	0.0		
F106264_MLIG_G1	M1	5.0	-1588.742304	0	0	16.6613	16.6613	1.0		
F106264_MLIG_G1	M2	7.0	-1588.742307	0	0	16.6729	16.6583	1.0009	0.0	0.0
F89056_MLIG_G1	M1	10.0	-862.203584	0	0	0.0	0.0	1.0		
F89056_MLIG_G1	M2	12.0	-862.203124	0	0	10.2709	10.2709	1.0	0.0	0.0
F10462_MLIG_G1	M1	6.0	-751.328313	0	0	0.0039	0.0176	0.2214		
F10462_MLIG_G1	M2	8.0	-751.32831	0	0	0.0039	0.0176	0.2214	0.0	0.0
F95457_MLIG_G1	M2	8.0	-550.271788	0	0	0.0	0.0	0.0	0.0	0.0
F95457_MLIG_G1	M1	6.0	-550.271869	0	0	0.0	0.0	0.0		
F17189_MLIG_G1	M2	8.0	-719.170287	0	0	0.0	0.0	58.1442	31.0	20.0
F17189_MLIG_G1	M1	6.0	-752.905027	0	0	0.0	0.0	0.4101		
F91357_MLIG_G1	M2	7.0	-5754.203609	0	0	1.0485	0.0427	24.5634	19.0	7.0
F91357_MLIG_G1	M1	5.0	-5837.396926	0	0	0.0081	0.0713	0.1136		
F81743_MLIG_G1	M1	5.0	-548.095849	0	0	0.0023	0.0169	0.1384		
F81743_MLIG_G1	M2	7.0	-548.095848	0	0	0.0	0.0	0.1384	0.0	0.0
F107402_MLIG_G1	M2	16.0	-410.632992	0	0	0.0	0.0	1.0	0.0	0.0
F107402_MLIG_G1	M1	14.0	-410.632991	0	0	0.0	0.0	1.0		
F31675_MLIG_G1	M2	7.0	-447.261366	0	0	0.0	0.0	999.0	0.0	0.0
F31675_MLIG_G1	M1	5.0	-447.509887	0	0	0.003	0.003	1.0		
F5760_SMED_G1	M1	5.0	-279.772585	0	0	0.0049	0.0049	1.0		
F5760_SMED_G1	M2	7.0	-279.281827	0	0	0.0	0.0	998.9999	0.0	0.0
F80039_MCOR_G1	M2	9.0	-1000.793796	0	0	0.0	0.0	1.4537	0.0	0.0
F80039_MCOR_G1	M1	7.0	-1005.115939	0	0	0.2479	0.2479	1.0		
F49013_TREG_G1	M2	7.0	-938.341019	0	0	0.0429	0.0817	0.5254	0.0	0.0
F49013_TREG_G1	M1	5.0	-938.574761	0	0	0.0355	0.08	0.444		
F47423_MLIG_G1	M2	8.0	-1074.631727	0	0	0.0	0.0	0.1945	0.0	0.0
F47423_MLIG_G1	M1	6.0	-1074.631728	0	0	0.0	0.0	0.1945		
F59506_TASI_G1	M1	7.0	-1253.43871	0	0	0.0	0.0	0.2138		
F59506_TASI_G1	M2	9.0	-1253.43871	0	0	0.0	0.0	0.2138	0.0	0.0
F8981_SMED_G1	M1	5.0	-408.938975	0	0	0.0	0.0265	0.0		
F8981_SMED_G1	M2	7.0	-408.938831	0	0	0.0	0.0261	0.0	0.0	0.0
F90650_TREG_G1	M2	38.0	-843.098948	0	0	0.0	0.0	8.2603	17.0	7.0
F90650_TREG_G1	M1	36.0	-866.420295	0	0	0.0	0.0	0.3171		
F66550_TREG_G1	M2	7.0	-1241.529255	0	0	0.0	0.0	7.8428	1.0	0.0
F66550_TREG_G1	M1	5.0	-1248.956024	0	0	0.0429	0.0989	0.4336		
F33205_MLIG_G1	M1	7.0	-1635.990049	0	0	0.0	0.0	0.0394		
F33205_MLIG_G1	M2	9.0	-1635.990028	0	0	0.0	0.0	0.0394	0.0	0.0
F35886_MLIG_G1	M2	7.0	-182.670913	0	0	0.0	0.0	0.7687	0.0	0.0
F35886_MLIG_G1	M1	5.0	-182.670896	0	0	0.0	0.0	0.0		
F87753_SMED_G1	M2	7.0	-189.683502	0	0	0.0	0.0	0.0	0.0	0.0
F87753_SMED_G1	M1	5.0	-189.68352	0	0	0.0	0.0	0.3436		
F28415_MLIG_G1	M2	8.0	-2734.477395	0	0	12.851	0.6913	18.5893	19.0	0.0
F28415_MLIG_G1	M1	6.0	-2735.79518	0	0	1.4513	1.4513	1.0		
F2380_MLIG_G1	M2	8.0	-1139.454811	0	0	0.0	0.0123	0.0	0.0	0.0
F2380_MLIG_G1	M1	6.0	-1139.455042	0	0	0.0	0.0123	0.0		
F127291_MLIG_G1	M1	5.0	-1921.306103	0	0	3.5094	3.5094	1.0		
F127291_MLIG_G1	M2	7.0	-1918.709796	0	0	22.9573	2.006	11.4442	102.0	36.0
F78516_MLIG_G1	M1	6.0	-1912.343928	0	0	0.0059	0.0443	0.1338		
F78516_MLIG_G1	M2	8.0	-1912.343916	0	0	0.0059	0.0443	0.1338	0.0	0.0
F114460_MLIG_G1	M2	7.0	-1983.753406	0	0	0.0	0.0	0.439	0.0	0.0
F114460_MLIG_G1	M1	5.0	-1983.753406	0	0	0.0045	0.0102	0.439		
F75667_MLIG_G1	M1	5.0	-1345.506567	0	0	0.0	0.0	0.0		
F75667_MLIG_G1	M2	7.0	-1345.50654	0	0	0.0	0.0	0.0	0.0	0.0
F119175_MLIG_G1	M1	12.0	-1374.707134	0	0	0.0	0.0	0.9429		
F119175_MLIG_G1	M2	14.0	-1374.707134	0	0	0.0	0.0	0.9429	1.0	0.0
F53906_MLIG_G1	M1	6.0	-3102.997091	0	0	0.0	0.0	0.0805		
F53906_MLIG_G1	M2	8.0	-3102.996962	0	0	0.0	0.0	0.0805	0.0	0.0
F20820_SMED_G1	M2	14.0	-154.264763	0	0	0.0	0.0	2.3387	0.0	0.0
F20820_SMED_G1	M1	12.0	-155.279609	0	0	0.0588	0.0588	1.0		
F84433_MLIG_G1	M1	6.0	-1747.036064	0	0	0.0008	0.0008	1.0		
F84433_MLIG_G1	M2	8.0	-1746.602142	0	0	0.0	0.0	133.2678	0.0	0.0
F67296_MLIG_G1	M1	5.0	-730.333912	0	0	0.0	0.0	0.1431		
F67296_MLIG_G1	M2	7.0	-730.333911	0	0	0.0	0.0	0.1431	0.0	0.0
F52782_MLIG_G1	M1	6.0	-880.028207	0	0	0.0	0.0	1.0		
F52782_MLIG_G1	M2	8.0	-879.911567	0	0	0.0	0.0	108.2723	0.0	0.0
F48713_MLIG_G1	M1	6.0	-837.991905	0	0	0.0	0.0	0.3429		
F48713_MLIG_G1	M2	8.0	-837.458175	0	0	0.0	0.0	1.1268	0.0	0.0
F90386_MLIG_G1	M1	6.0	-1667.750178	0	0	0.0	0.0	0.0538		
F90386_MLIG_G1	M2	8.0	-1667.750176	0	0	0.0	0.0	0.0538	0.0	0.0
F107189_EMUL_G1	M1	5.0	-1660.927197	0	0	0.0	0.0	0.0		
F107189_EMUL_G1	M2	7.0	-1660.927302	0	0	0.0	0.0	0.2705	0.0	0.0
F64990_MLIG_G1	M2	7.0	-1187.668362	0	0	0.0	0.0	0.0999	0.0	0.0
F64990_MLIG_G1	M1	5.0	-1187.684057	0	0	0.0	0.0	0.0997		
F92259_SMAN_G1	M2	7.0	-1524.140181	0	0	0.2497	0.0448	5.5747	2.0	0.0
F92259_SMAN_G1	M1	5.0	-1533.023226	0	0	0.0133	0.0592	0.2253		
F100876_MLIG_G1	M1	6.0	-724.691572	0	0	0.0	0.0	0.0709		
F100876_MLIG_G1	M2	8.0	-721.155981	0	0	0.0	0.0	2.5932	0.0	0.0
F40571_TREG_G1	M1	6.0	-1072.239623	0	0	0.1376	0.5919	0.2325		
F40571_TREG_G1	M2	8.0	-1071.859359	0	0	0.1809	0.5786	0.3126	0.0	0.0
F116694_MLIG_G1	M2	7.0	-2190.723481	0	0	0.0033	0.012	0.2766	0.0	0.0
F116694_MLIG_G1	M1	5.0	-2190.723481	0	0	0.0029	0.0104	0.2766		
F19639_OVIV_G1	M2	7.0	-761.430037	0	0	0.1331	0.5405	0.2462	0.0	0.0
F19639_OVIV_G1	M1	5.0	-761.430037	0	0	0.1331	0.5405	0.2462		
F80460_HDIM_G1	M2	7.0	-68.940662	0	0	0.0	0.0	0.7752	0.0	0.0
F80460_HDIM_G1	M1	5.0	-68.940639	0	0	0.0	0.0	0.0		
F42631_MLIG_G1	M1	6.0	-1423.806075	0	0	0.0039	0.0768	0.0503		
F42631_MLIG_G1	M2	8.0	-1423.806023	0	0	0.0039	0.0768	0.0503	0.0	0.0
F1099_MLIG_G1	M2	7.0	-382.478325	0	0	0.0558	0.0224	2.4898	0.0	0.0
F1099_MLIG_G1	M1	5.0	-384.859355	0	0	0.0108	0.0308	0.3502		
F90302_SJAP_G1	M2	7.0	-211.278688	0	0	0.0	0.0	1.0	0.0	0.0
F90302_SJAP_G1	M1	5.0	-211.278698	0	0	0.0	0.0	0.3268		
F100081_HMIC_G1	M1	6.0	-333.769979	0	0	0.0	0.0	0.7473		
F100081_HMIC_G1	M2	8.0	-333.769977	0	0	0.0	0.0	0.8856	0.0	0.0
F37825_SMAN_G1	M1	6.0	-872.902846	0	0	0.0	0.0	0.9832		
F37825_SMAN_G1	M2	8.0	-872.318702	0	0	0.0	0.0	26.3182	58.0	9.0
F50156_MLIG_G1	M1	7.0	-1212.686474	0	0	0.0	0.0	0.2901		
F50156_MLIG_G1	M2	9.0	-1169.928165	0	0	0.0	0.0	50.3549	6.0	3.0
F56746_MLIG_G1	M2	8.0	-598.6488	0	0	0.0	0.0	0.2339	0.0	0.0
F56746_MLIG_G1	M1	6.0	-599.042846	0	0	0.0	0.0	0.0909		
F86330_SMED_G1	M1	5.0	-1990.946711	0	0	16.662	16.662	1.0		
F86330_SMED_G1	M2	7.0	-1990.946711	0	0	16.546	16.546	1.0	0.0	0.0
F75896_SMED_G1	M2	9.0	-2189.092876	0	0	0.2254	0.1233	1.8283	27.0	22.0
F75896_SMED_G1	M1	7.0	-2265.101203	0	0	0.0584	0.3426	0.1704		
F76425_MLIG_G1	M2	7.0	-1049.675581	0	0	0.0	0.0	1.723	0.0	0.0
F76425_MLIG_G1	M1	5.0	-1049.8049	0	0	0.0016	0.0016	1.0		
F96209_TREG_G1	M2	8.0	-1634.151174	0	0	0.0319	0.0819	0.3901	0.0	0.0
F96209_TREG_G1	M1	6.0	-1635.424544	0	0	0.0291	0.0838	0.3478		
F114167_TREG_G1	M1	5.0	-562.842881	0	0	0.0	0.0	0.0905		
F114167_TREG_G1	M2	7.0	-562.842802	0	0	0.0	0.0	0.0282	0.0	0.0
F21726_MLIG_G1	M1	5.0	-1006.523275	0	0	0.0014	0.0323	0.0439		
F21726_MLIG_G1	M2	7.0	-1006.523269	0	0	0.0	0.0	0.0439	0.0	0.0
F73815_OVIV_G1	M2	7.0	-440.642931	0	0	0.0	0.0	0.2459	0.0	0.0
F73815_OVIV_G1	M1	5.0	-440.642816	0	0	0.0	0.0	0.0		
F105991_TREG_G1	M1	5.0	-15150.819355	0	0	0.0	0.0	0.0		
F105991_TREG_G1	M2	7.0	-15150.823073	0	0	0.0	0.0	0.3601	0.0	0.0
F108848_MLIG_G1	M1	6.0	-5160.817245	0	0	0.0	0.0	0.1051		
F108848_MLIG_G1	M2	8.0	-5140.512366	0	0	0.0	0.0	0.3689	8.0	2.0
F90566_MLIG_G1	M1	6.0	-863.328255	0	0	0.0	0.0	0.9214		
F90566_MLIG_G1	M2	8.0	-863.328254	0	0	0.0	0.0	0.9199	0.0	0.0
F89820_MLIG_G1	M1	6.0	-279.784345	0	0	0.0	0.0364	0.0		
F89820_MLIG_G1	M2	8.0	-279.784281	0	0	0.0	0.0364	0.0	0.0	0.0
F37494_MLIG_G1	M1	5.0	-328.690201	0	0	0.0	0.0164	0.0		
F37494_MLIG_G1	M2	7.0	-328.690122	0	0	0.0	0.0151	0.0	0.0	0.0
F125859_MLIG_G1	M2	8.0	-1141.358231	0	0	0.0	0.0	18.3529	7.0	0.0
F125859_MLIG_G1	M1	6.0	-1168.381415	0	0	0.0	0.0	0.2469		
F4125_MLIG_G1	M2	7.0	-2022.040306	0	0	0.0	0.0082	0.0	0.0	0.0
F4125_MLIG_G1	M1	5.0	-2022.040397	0	0	0.0	0.0	0.0		
F127742_MLIG_G1	M1	6.0	-2227.968645	0	0	0.0111	0.0414	0.2684		
F127742_MLIG_G1	M2	8.0	-2212.53828	0	0	0.0	0.0	6.6323	19.0	8.0
F73557_MLIG_G1	M1	5.0	-1102.490529	0	0	0.0101	0.0205	0.4922		
F73557_MLIG_G1	M2	7.0	-1101.397262	0	0	0.0	0.0	0.7331	0.0	0.0
F9965_MLIG_G1	M1	6.0	-2026.826361	0	0	0.0	0.0	0.4436		
F9965_MLIG_G1	M2	8.0	-1969.857426	0	0	0.0	0.0	79.3564	102.0	76.0
F46008_SMED_G1	M2	14.0	-474.724956	0	0	0.0	0.0	1.0919	0.0	0.0
F46008_SMED_G1	M1	12.0	-475.508768	0	0	0.0	0.0	0.742		
F68986_MLIG_G1	M2	8.0	-1433.759637	0	0	0.0027	0.0186	0.145	0.0	0.0
F68986_MLIG_G1	M1	6.0	-1433.759641	0	0	0.0027	0.0186	0.145		
F91286_MLIG_G1	M2	8.0	-1942.18183	0	0	0.0052	0.0461	0.113	0.0	0.0
F91286_MLIG_G1	M1	6.0	-1942.181864	0	0	0.0052	0.0461	0.113		
F53170_MLIG_G1	M2	8.0	-752.259881	0	0	0.0	0.0	21.7175	59.0	33.0
F53170_MLIG_G1	M1	6.0	-755.661081	0	0	0.0	0.0	0.9946		
F94177_SMED_G1	M1	12.0	-1340.266167	0	0	0.0781	0.3746	0.2084		
F94177_SMED_G1	M2	14.0	-1339.091749	0	0	0.1021	0.3732	0.2737	0.0	0.0
F79167_MLIG_G1	M1	12.0	-2805.507007	0	0	0.0	0.0	0.2805		
F79167_MLIG_G1	M2	14.0	-2805.506353	0	0	0.0	0.0	0.2867	0.0	0.0
F88840_MLIG_G1	M1	5.0	-1227.627568	0	0	0.9698	1.4043	0.6906		
F88840_MLIG_G1	M2	7.0	-1197.206844	0	0	8.8844	0.0134	664.868	109.0	104.0
F88024_MLIG_G1	M2	7.0	-836.918697	0	0	0.0	0.0131	0.0	0.0	0.0
F88024_MLIG_G1	M1	5.0	-836.918769	0	0	0.0	0.0004	0.0		
F81838_SMED_G1	M2	8.0	-367.803069	0	0	0.0	0.0	1.9431	0.0	0.0
F81838_SMED_G1	M1	6.0	-368.014487	0	0	0.0	0.0	1.0		
F8610_MLIG_G1	M2	8.0	-563.341954	0	0	0.0	0.0	0.746	0.0	0.0
F8610_MLIG_G1	M1	6.0	-563.341954	0	0	0.0	0.0	0.746		
F12608_MLIG_G1	M1	6.0	-1239.447474	0	0	0.0	0.0	0.6684		
F12608_MLIG_G1	M2	8.0	-1222.242316	0	0	0.0	0.0	12.7198	7.0	1.0
F1968_MLIG_G1	M1	10.0	-1263.528359	0	0	0.0	0.0	0.6861		
F1968_MLIG_G1	M2	12.0	-1263.528359	0	0	0.0	0.0	0.6861	0.0	0.0
F50214_TASI_G1	M1	10.0	-163.302623	0	0	0.0	0.0	0.0		
F50214_TASI_G1	M2	12.0	-163.302847	0	0	0.0	0.0	0.5786	0.0	0.0
F98894_MLIG_G1	M2	7.0	-2744.605916	0	0	0.0	0.0	0.091	0.0	0.0
F98894_MLIG_G1	M1	5.0	-2744.60592	0	0	0.002	0.0222	0.091		
F50235_MLIG_G1	M2	8.0	-1724.305544	0	0	0.0	0.0	0.8008	0.0	0.0
F50235_MLIG_G1	M1	6.0	-1724.305544	0	0	0.0	0.0	0.8008		
F53879_MLIG_G1	M2	8.0	-2209.693937	0	0	0.0018	0.0444	0.0401	0.0	0.0
F53879_MLIG_G1	M1	6.0	-2209.693941	0	0	0.0018	0.0444	0.0401		
F89861_MLIG_G1	M1	6.0	-634.04767	0	0	0.0	0.0	0.0398		
F89861_MLIG_G1	M2	8.0	-634.047652	0	0	0.0	0.0	0.0398	0.0	0.0
F96547_MLIG_G1	M2	8.0	-754.82865	0	0	0.5263	0.5263	1.0	0.0	0.0
F96547_MLIG_G1	M1	6.0	-754.82865	0	0	0.5263	0.5263	1.0		
F47337_SMAR_G1	M1	5.0	-400.990549	0	0	5.0437	5.0437	1.0		
F47337_SMAR_G1	M2	7.0	-400.990549	0	0	5.0441	5.0441	1.0	0.0	0.0
F128703_SMED_G1	M2	7.0	-4169.075761	0	0	2.0888	3.6359	0.5745	0.0	0.0
F128703_SMED_G1	M1	5.0	-4169.075762	0	0	2.0888	3.6359	0.5745		
F75494_MLIG_G1	M2	7.0	-240.626912	0	0	0.0	0.0	999.0	0.0	0.0
F75494_MLIG_G1	M1	5.0	-241.293087	0	0	0.0104	0.0104	1.0		
F107189_HMIC_G1	M2	7.0	-1641.519868	0	0	0.0	0.0	0.0	0.0	0.0
F107189_HMIC_G1	M1	5.0	-1641.520069	0	0	0.0	0.0	0.0		
F43963_MLIG_G1	M2	7.0	-4727.03857	0	0	0.0	0.0	9.5525	0.0	0.0
F43963_MLIG_G1	M1	5.0	-4727.03829	0	0	0.0	0.0	0.0		
F18650_TREG_G1	M2	34.0	-1032.652271	0	0	0.0	0.0	0.7509	0.0	0.0
F18650_TREG_G1	M1	32.0	-1035.919139	0	0	0.0	0.0	0.5675		
F58796_TREG_G1	M1	6.0	-912.841885	0	0	0.0	0.0	0.6367		
F58796_TREG_G1	M2	8.0	-896.301693	0	0	0.0	0.0	52.0598	69.0	58.0
F818_MLIG_G1	M2	8.0	-352.604823	0	0	0.0	0.0	0.134	0.0	0.0
F818_MLIG_G1	M1	6.0	-352.606332	0	0	0.0	0.0	0.1213		
F9782_MLIG_G1	M2	7.0	-819.13973	0	0	16.6667	16.6667	1.0	0.0	0.0
F9782_MLIG_G1	M1	5.0	-819.13973	0	0	16.6667	16.6667	1.0		
F84517_MLIG_G1	M1	6.0	-415.1803	0	0	0.0	0.0	1.0		
F84517_MLIG_G1	M2	8.0	-415.177572	0	0	0.0	0.0	2.2793	0.0	0.0
F78974_HDIM_G1	M1	5.0	-889.159113	0	0	0.0	0.0	0.0		
F78974_HDIM_G1	M2	7.0	-889.159068	0	0	0.0	0.0	0.0	0.0	0.0
F111213_MLIG_G1	M1	6.0	-459.36314	0	0	0.0	0.0	1.0		
F111213_MLIG_G1	M2	8.0	-458.552859	0	0	0.0	0.0	999.0	0.0	0.0
F64158_MLIG_G1	M2	7.0	-1614.617555	0	0	0.0	0.0	0.0756	0.0	0.0
F64158_MLIG_G1	M1	5.0	-1614.617558	0	0	0.0022	0.0295	0.0756		
F102864_MLIG_G1	M2	7.0	-3900.932538	0	0	0.0	0.0	0.1366	0.0	0.0
F102864_MLIG_G1	M1	5.0	-3900.932546	0	0	0.0026	0.0188	0.1366		
F77137_TSAG_G1	M2	7.0	-445.951311	0	0	0.0	0.0	0.0	0.0	0.0
F77137_TSAG_G1	M1	5.0	-445.951385	0	0	0.0	0.0	0.2244		
F90263_HMIC_G1	M2	7.0	-437.907378	0	0	0.0171	0.0594	0.2875	0.0	0.0
F90263_HMIC_G1	M1	5.0	-437.907383	0	0	0.0171	0.0594	0.2875		
F92411_TSAG_G1	M1	5.0	-984.133913	0	0	0.0	0.0	0.0		
F92411_TSAG_G1	M2	7.0	-984.133913	0	0	0.0	0.0	0.0	0.0	0.0
F11054_SMED_G1	M2	7.0	-627.050866	0	0	0.0	0.0	0.1396	0.0	0.0
F11054_SMED_G1	M1	5.0	-627.050867	0	0	0.0022	0.0156	0.1396		
F1968_SMAR_G1	M2	7.0	-2335.293789	0	0	0.0014	0.0137	0.1002	0.0	0.0
F1968_SMAR_G1	M1	5.0	-2335.293792	0	0	0.0014	0.0139	0.1002		
F32830_SMED_G1	M2	7.0	-765.196661	0	0	0.2469	0.7479	0.3301	0.0	0.0
F32830_SMED_G1	M1	5.0	-765.299353	0	0	0.2162	0.7839	0.2758		
F69836_MLIG_G1	M1	5.0	-1840.355533	0	0	1.4757	66.7524	0.0221		
F69836_MLIG_G1	M2	7.0	-1841.223148	0	0	7.6919	14.5133	0.53	0.0	0.0
F109821_MLIG_G1	M1	6.0	-9146.77048	0	0	0.0	0.0	0.9051		
F109821_MLIG_G1	M2	8.0	-9138.647777	0	0	0.0	0.0	4.8535	44.0	0.0
F30639_MLIG_G1	M2	8.0	-330.028429	0	0	0.0	0.0	1.0616	0.0	0.0
F30639_MLIG_G1	M1	6.0	-330.02843	0	0	0.0	0.0	0.7434		
F779_MLIG_G1	M1	12.0	-1203.639514	0	0	0.0	0.0	0.0568		
F779_MLIG_G1	M2	14.0	-1203.639514	0	0	0.0	0.0	0.0568	0.0	0.0
F16699_TREG_G1	M1	5.0	-2200.763697	0	0	0.0	0.0025	0.0		
F16699_TREG_G1	M2	7.0	-2200.779048	0	0	0.0	0.0	0.0	0.0	0.0
F118685_MLIG_G1	M1	6.0	-648.157693	0	0	0.0	0.0	1.0		
F118685_MLIG_G1	M2	8.0	-647.430365	0	0	0.0	0.0	7.5625	0.0	0.0
F31879_MLIG_G1	M1	5.0	-409.446327	0	0	0.0	0.0	0.0		
F31879_MLIG_G1	M2	7.0	-409.446348	0	0	0.0	0.0	0.5877	0.0	0.0
F74682_MLIG_G1	M1	5.0	-930.307471	0	0	0.0646	0.1814	0.3564		
F74682_MLIG_G1	M2	7.0	-905.211687	0	0	6.7009	0.0471	142.2332	12.0	3.0
F57102_SMED_G1	M1	5.0	-345.377381	0	0	3.69	3.69	1.0		
F57102_SMED_G1	M2	7.0	-345.377381	0	0	3.6898	3.6898	1.0	0.0	0.0
F12089_MLIG_G1	M1	5.0	-1428.249491	0	0	0.0	0.0	0.531		
F12089_MLIG_G1	M2	7.0	-1428.250999	0	0	0.0	0.0	0.5348	0.0	0.0
F56999_MLIG_G1	M1	5.0	-374.650122	0	0	15.3624	19.1555	0.802		
F56999_MLIG_G1	M2	7.0	-374.430396	0	0	20.8195	8.7744	2.3728	0.0	0.0
F44121_OVIV_G1	M1	5.0	-266.075115	0	0	0.0053	0.0053	1.0		
F44121_OVIV_G1	M2	7.0	-265.681102	0	0	0.0	0.0	998.9997	0.0	0.0
F20704_MCOR_G1	M1	5.0	-569.142381	0	0	0.3187	1.3672	0.2331		
F20704_MCOR_G1	M2	7.0	-569.142381	0	0	0.3252	1.3951	0.2331	0.0	0.0
F26642_MCOR_G1	M1	5.0	-624.504576	0	0	0.0778	0.1643	0.4736		
F26642_MCOR_G1	M2	7.0	-624.504576	0	0	0.0778	0.1643	0.4736	0.0	0.0
F56141_SMED_G1	M1	36.0	-433.821634	0	0	0.0	0.0	0.6978		
F56141_SMED_G1	M2	38.0	-433.791898	0	0	0.0	0.0	0.7558	0.0	0.0
F62973_MLIG_G1	M2	8.0	-1513.833344	0	0	0.0	0.0	45.8212	7.0	0.0
F62973_MLIG_G1	M1	6.0	-1541.572468	0	0	0.0	0.0	0.3755		
F20958_MLIG_G1	M2	9.0	-1882.67364	0	0	0.0	0.0	95.6162	138.0	133.0
F20958_MLIG_G1	M1	7.0	-1879.268244	0	0	0.0	0.0	0.9231		
F49193_MLIG_G1	M2	8.0	-561.281069	0	0	0.0	0.0	0.1493	0.0	0.0
F49193_MLIG_G1	M1	6.0	-561.281073	0	0	0.0	0.0	0.1493		
F63680_MLIG_G1	M2	9.0	-1487.667688	0	0	0.0	0.0	24.283	2.0	2.0
F63680_MLIG_G1	M1	7.0	-1495.980097	0	0	0.0048	0.0048	1.0		
F86829_MLIG_G1	M1	14.0	-1872.013889	0	0	0.0	0.0	0.9544		
F86829_MLIG_G1	M2	16.0	-1868.562383	0	0	0.0	0.0	0.0642	0.0	0.0
F105290_SMED_G1	M2	7.0	-107.27988	0	0	0.1555	0.6065	0.2564	0.0	0.0
F105290_SMED_G1	M1	5.0	-107.27988	0	0	0.1555	0.6065	0.2564		
F41830_MLIG_G1	M1	12.0	-1305.805511	0	0	0.0	0.0	0.1661		
F41830_MLIG_G1	M2	14.0	-1305.805494	0	0	0.0	0.0	0.1661	0.0	0.0
F105386_MLIG_G1	M1	6.0	-416.456026	0	0	0.0033	0.0033	1.0		
F105386_MLIG_G1	M2	8.0	-415.608812	0	0	0.0	0.0	999.0	0.0	0.0
F126980_MLIG_G1	M2	7.0	-1860.486868	0	0	0.0	0.0	1.0	0.0	0.0
F126980_MLIG_G1	M1	5.0	-1860.486868	0	0	3.0117	3.0117	1.0		
F101023_MCOR_G1	M2	8.0	-2556.447462	0	0	0.0721	0.1279	0.5637	0.0	0.0
F101023_MCOR_G1	M1	6.0	-2559.296693	0	0	0.0497	0.1152	0.4315		
F95094_MLIG_G1	M1	6.0	-1019.586311	0	0	0.0008	0.0292	0.0275		
F95094_MLIG_G1	M2	8.0	-1019.568452	0	0	0.0006	0.0168	0.0353	0.0	0.0
F36594_MLIG_G1	M2	8.0	-1644.18533	0	0	0.0	0.0	0.4543	0.0	0.0
F36594_MLIG_G1	M1	6.0	-1644.18533	0	0	0.0	0.0	0.4543		
F26423_MLIG_G1	M2	7.0	-401.616876	0	0	0.0	0.0	0.7907	0.0	0.0
F26423_MLIG_G1	M1	5.0	-401.61686	0	0	0.0	0.0	0.1292		
F46214_MLIG_G1	M1	6.0	-3771.869783	0	0	0.0038	0.0122	0.3144		
F46214_MLIG_G1	M2	8.0	-3762.469956	0	0	0.0039	0.002	1.9482	0.0	0.0
F101153_MLIG_G1	M1	5.0	-923.767923	0	0	0.0	0.0	0.0826		
F101153_MLIG_G1	M2	7.0	-923.76775	0	0	0.0	0.0	0.0	0.0	0.0
F79457_TASI_G1	M1	5.0	-478.015533	0	0	0.0	0.0	1.0		
F79457_TASI_G1	M2	7.0	-477.779473	0	0	0.0	0.0	999.0	0.0	0.0
F108227_TASI_G1	M1	7.0	-3615.449979	0	0	0.0	0.0	0.0		
F108227_TASI_G1	M2	9.0	-3615.450041	0	0	0.0	0.0	0.5309	0.0	0.0
F128043_MLIG_G1	M2	7.0	-1313.051298	0	0	15.9507	15.9507	1.0	0.0	0.0
